ARTICLE LINK,PUBLISHED DATE (GMT),Date,PUBLISHER,TITLE,Sentiment,Score
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDgvc3RvY2stbWFya2V0LWZ1dHVyZXMtb3Blbi10by1jbG9zZS1uZXdzLmh0bWzSAQA?oc=5,9/9/2022 6:03,9/9/2022,Google News,Stock futures slightly higher as traders weigh Powell's latest comments on inflation - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL25ld3Mvd29ybGQvYW1lcmljYXMvbWFja2VuemllLXNjb3R0LWRvbmF0ZXMtYmV2ZXJseS1oaWxscy1tYW5zaW9ucy1iMjE2MjcxOC5odG1s0gEA?oc=5,9/9/2022 8:59,9/9/2022,Google News,Jeff Bezosâ€™s ex-wife MacKenzie Scott donates her two Beverly Hills mansions worth $55m to charity - The Independent,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDkvZXVyb3BlYW4tbWFya2V0cy1sb29rLXNldC10by1yaXNlLWFmdGVyLXJlY29yZC1lY2ItcmF0ZS1oaWtlLmh0bWzSAQA?oc=5,9/9/2022 11:27,9/9/2022,Google News,European markets move higher after record ECB rate hike; BoE postpones meeting - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDkvNS10aGluZ3MtdG8ta25vdy1iZWZvcmUtdGhlLXN0b2NrLW1hcmtldC1vcGVucy1mcmlkYXktc2VwdGVtYmVyLTkuaHRtbNIBAA?oc=5,9/9/2022 11:34,9/9/2022,Google News,5 things to know before the stock market opens Friday - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvZXVyb3BlLWhvbGRzLWVtZXJnZW5jeS10YWxrcy1vbi1lbmVyZ3ktbWFya2V0LWludGVydmVudGlvbi0xMTY2MjcxMzY3ONIBAA?oc=5,9/9/2022 11:40,9/9/2022,Google News,Europe Holds Emergency Talks on Energy-Market Intervention - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3JhbHRlY2h3aXJlLmNvbS8yMDIyLzA5LzA5L3dvbGZzcGVlZC01LWJpbGxpb24taW52ZXN0bWVudC1wbGFudC1jaGF0aGFtLWNvdW50eS_SAV5odHRwczovL3dyYWx0ZWNod2lyZS5jb20vMjAyMi8wOS8wOS93b2xmc3BlZWQtNS1iaWxsaW9uLWludmVzdG1lbnQtcGxhbnQtY2hhdGhhbS1jb3VudHkvP2FtcD0x?oc=5,9/9/2022 14:30,9/9/2022,Google News,"Wolfspeed announces $5 billion investment in Chatham County, largest in NC history - WRAL TechWire",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDkvZXVyb3BlYW4tbWFya2V0cy1sb29rLXNldC10by1yaXNlLWFmdGVyLXJlY29yZC1lY2ItcmF0ZS1oaWtlLmh0bWzSAWVodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMi8wOS8wOS9ldXJvcGVhbi1tYXJrZXRzLWxvb2stc2V0LXRvLXJpc2UtYWZ0ZXItcmVjb3JkLWVjYi1yYXRlLWhpa2UuaHRtbA?oc=5,9/9/2022 15:33,9/9/2022,Google News,European markets close higher after record ECB rate hike; Bank of England postpones meeting - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIyLzA5LzA5L3doeS1udmlkaWEtYW5kLXNlbWljb25kdWN0b3Itc3RvY2tzLWtlZXAtZ29pbmctdXAv0gEA?oc=5,9/9/2022 15:41,9/9/2022,Google News,Why Nvidia and Semiconductor Stocks Keep Going Up - The Motley Fool,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2VuZXJneS9ldS1jb3VudHJpZXMtc2Vlay1lbWVyZ2VuY3ktc29sdXRpb24tc29hcmluZy1lbmVyZ3ktYmlsbHMtMjAyMi0wOS0wOS_SAQA?oc=5,9/9/2022 16:00,9/9/2022,Google News,EU to claw back energy firms' profits rather than cap Russian gas price - Reuters.com,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDkvaG91c2luZy1tYXJrZXQtY29uZnVzaW9uLXdoYXRzLWhhcHBlbmluZy1uZXh0Lmh0bWzSAQA?oc=5,9/9/2022 17:02,9/9/2022,Google News,Confused about the housing market? Here's what's happening now â€“ and what could happen next - CNBC,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDkvYnVyZ2VyLWtpbmctNDAwLW1pbGxpb24tcGxhbi10by1yZXZpdmUtdXMtc2FsZXMtd2l0aC1yZW1vZGVscy1hZHZlcnRpc2luZy5odG1s0gFyaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjIvMDkvMDkvYnVyZ2VyLWtpbmctNDAwLW1pbGxpb24tcGxhbi10by1yZXZpdmUtdXMtc2FsZXMtd2l0aC1yZW1vZGVscy1hZHZlcnRpc2luZy5odG1s?oc=5,9/9/2022 17:55,9/9/2022,Google News,Burger King unveils $400 million plan to revive U.S. sales with investments in renovations and advertising - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDgvc3RvY2stbWFya2V0LWZ1dHVyZXMtb3Blbi10by1jbG9zZS1uZXdzLmh0bWzSAVBodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMi8wOS8wOC9zdG9jay1tYXJrZXQtZnV0dXJlcy1vcGVuLXRvLWNsb3NlLW5ld3MuaHRtbA?oc=5,9/9/2022 18:31,9/9/2022,Google News,"Stocks jump for a third day as Wall Street snaps Fed-induced slide, Dow up 400 points - CNBC",positive,1
https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy5jbmJjLmNvbS8yMDIyLzA5LzA5L3RoZS1hdWd1c3QtY29uc3VtZXItaW5mbGF0aW9uLXJlcG9ydC1jb3VsZC1kZWNpZGUtd2hldGhlci1tYXJrZXQtcmFsbHktY29udGludWVzLWluLXdlZWstYWhlYWQuaHRtbNIBAA?oc=5,9/9/2022 18:55,9/9/2022,Google News,The big inflation report in the week ahead could determine whether this market rally continues - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiqQFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3Rvcnkvcm9iaW5ob29kLXVzZXJzLWJ1eS1hbmQtaG9sZC1jb21wYW5pZXMtdGhleS1rbm93LXVuZGVyc3RhbmQtYW5kLWJlbGlldmUtaW4tZm9yLXRoZS1sb25nLXRlcm0taGVyZS1hcmUtdGhlaXItZmF2b3JpdGUtc3RvY2tzLTExNjYyNzUwMjA10gEA?oc=5,9/9/2022 19:03,9/9/2022,Google News,"Robinhood users buy and hold companies â€˜they know, understand and believe in for the long-term.â€™ Here are their favorite stocks. - MarketWatch",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL3RlY2gtc3RvY2tzLWRyaXZlLWdhaW5zLWZ1dHVyZXMtMjAyMi0wOS0wOS_SAQA?oc=5,9/9/2022 20:01,9/9/2022,Google News,Wall Street scores first weekly gain since mid-August - Reuters,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiQ2h0dHBzOi8vd3d3Lndzai5jb20vbGl2ZWNvdmVyYWdlL3N0b2NrLW1hcmtldC1uZXdzLXRvZGF5LTA5LTA5LTIwMjLSAUdodHRwczovL3d3dy53c2ouY29tL2FtcC9saXZlY292ZXJhZ2Uvc3RvY2stbWFya2V0LW5ld3MtdG9kYXktMDktMDktMjAyMg?oc=5,9/9/2022 20:17,9/9/2022,Google News,"Stock Market Today Live: Dow Gains Over 300 Points, U.S Stocks Snap Three Straight Weeks of Losses - The Wall Street Journal",positive,1
https://news.google.com/__i/rss/rd/articles/CBMinAFodHRwczovL3d3dy5pbnZlc3RvcnMuY29tL21hcmtldC10cmVuZC9zdG9jay1tYXJrZXQtdG9kYXkvZG93LWpvbmVzLWp1bXBzLXRlc2xhLXN0b2NrLXN1cmdlcy1hcy1lbG9uLW11c2stZXllcy10aGlzLW1vdmUtd2FycmVuLWJ1ZmZldHQtc3RvY2stcG9wcy1yaC1zdG9jay_SAQA?oc=5,9/9/2022 20:20,9/9/2022,Google News,Dow Jones Jumps As Losing Streak Ends; Tesla Surges As Elon Musk Eyes This Move; Warren Buffett Stock Pops - Investor's Business Daily,positive,1
https://news.google.com/__i/rss/rd/articles/CBMigAFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3RvcnkvdS1zLXN0b2NrLWZ1dHVyZXMtcG9pbnQtdG8tdGhpcmQtZGF5LW9mLWdhaW5zLWFoZWFkLW9mLW5leHQtd2Vla3MtaW5mbGF0aW9uLXJlcG9ydC0xMTY2MjcxNDE3N9IBAA?oc=5,9/9/2022 20:40,9/9/2022,Google News,"U.S. stocks close sharply higher, snap 3-week losing streak with gains led by tech-heavy Nasdaq - MarketWatch",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vYWJjbmV3cy5nby5jb20vQnVzaW5lc3Mvd2lyZVN0b3J5L2FzaWFuLXNoYXJlcy1yaXNlLXdhbGwtc3RyZWV0LXJpc2UtZmVkLWNoYWlyLTg5NTc4MTM50gFjaHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9hbXAvQnVzaW5lc3Mvd2lyZVN0b3J5L2FzaWFuLXNoYXJlcy1yaXNlLXdhbGwtc3RyZWV0LXJpc2UtZmVkLWNoYWlyLTg5NTc4MTM5?oc=5,9/9/2022 20:48,9/9/2022,Google News,"Stocks end broadly higher, breaking a 3-week losing streak - ABC News",negative,0
https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzkvOS8yMzM0NTI4Ni9lbG9uLW11c2stdHdpdHRlci10aGlyZC10ZXJtaW5hdGlvbi1ub3RpY2UtbGV0dGVyLWRlYWwtYWNxdWlzaXRpb27SAQA?oc=5,9/9/2022 23:09,9/9/2022,Google News,Elon Musk sends yet another notice trying to terminate the Twitter deal - The Verge,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS90ZWNobm9sb2d5LzIwMjIvMDkvMDkvdHdpdHRlci1tdXNrLXNlbGwtbXVkZ2UtdGVybWluYXRpb24tcGF5bWVudC_SAQA?oc=5,9/10/2022 2:00,9/10/2022,Google News,Twitter $7 million payout to Mudge cited as new reason for Musk to cancel deal - The Washington Post,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wOS8xMC8xMTIxMzQwNDIzL2hvbWUtcHJpY2VzLWFkanVzdGFibGUtcmF0ZS1tb3J0Z2FnZXMtcmlza3nSAQA?oc=5,9/10/2022 9:00,9/10/2022,Google News,"Should I get an adjustable rate mortgage, or is it too risky - NPR",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vdGhlaGlsbC5jb20vcG9saWN5LzM2MzY1NjQtaG93LWEtcmFpbHJvYWQtc3RyaWtlLWNvdWxkLXNlbmQtZm9vZC1wcmljZXMtc29hcmluZy_SAQA?oc=5,9/10/2022 9:59,9/10/2022,Google News,How a railroad strike could send food prices soaring - The Hill,positive,1
https://news.google.com/__i/rss/rd/articles/CBMijQFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3RvcnkvdGhlLXdpbGQtY2FyZC10aGF0LWNvdWxkLXNpbmstc3RvY2tzLXdoYXQtaW52ZXN0b3JzLW5lZWQtdG8ta25vdy1hYm91dC10aGUtZmVkcy1hY2NlbGVyYXRpbmctcXQtMTE2NjI3Njk0MTLSAQA?oc=5,9/10/2022 12:15,9/10/2022,Google News,Why 'quantitative tightening' is the wild card that could sink the stock market - MarketWatch,positive,1
https://news.google.com/__i/rss/rd/articles/CBMie2h0dHBzOi8vbWFya2V0cy5idXNpbmVzc2luc2lkZXIuY29tL25ld3Mvc3RvY2tzL3N0b2NrLW1hcmtldC1vdXRsb29rLWF1Z3VzdC1jcGktZmVkZXJhbC1yZXNlcnZlLWluZmxhdGlvbi1yYXRlLWhpa2VzLTIwMjItOdIBf2h0dHBzOi8vbWFya2V0cy5idXNpbmVzc2luc2lkZXIuY29tL25ld3Mvc3RvY2tzL3N0b2NrLW1hcmtldC1vdXRsb29rLWF1Z3VzdC1jcGktZmVkZXJhbC1yZXNlcnZlLWluZmxhdGlvbi1yYXRlLWhpa2VzLTIwMjItOT9hbXA?oc=5,9/10/2022 12:26,9/10/2022,Google News,Stock market outlook: Big September rate hike on tap even if CPI cools - Markets Insider,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9idXNpbmVzcy8yMDIyLzA5LzEwL2Vjb25vbXktaW5mbGF0aW9uLWdhcy1wcmljZXMv0gEA?oc=5,9/10/2022 14:00,9/10/2022,Google News,"As gas prices fall, Americans are feeling better about the economy - The Washington Post",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vYWJjbmV3cy5nby5jb20vQnVzaW5lc3Mvd2lyZVN0b3J5L3Vhdy13b3JrZXJzLXN0cmlrZS1zdGVsbGFudGlzLXBsYW50LWluZGlhbmEtODk2NDQ0OTLSAWJodHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9CdXNpbmVzcy93aXJlU3RvcnkvdWF3LXdvcmtlcnMtc3RyaWtlLXN0ZWxsYW50aXMtcGxhbnQtaW5kaWFuYS04OTY0NDQ5Mg?oc=5,9/10/2022 18:22,9/10/2022,Google News,UAW workers go on strike at Stellantis plant in Indiana - ABC News,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA5LTEwL3RyZWFzdXJpZXMtc3VnZ2VzdC1mZWQtY2FuLXRhbWUtaW5mbGF0aW9uLXdpdGhvdXQta2lsbGluZy1ncm93dGjSAQA?oc=5,9/10/2022 20:00,9/10/2022,Google News,Treasuries Suggest Fed Can Tame Inflation Without Killing Growth - Bloomberg,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMC9idXNpbmVzcy9hZXItbGluZ3VzLWNhbmNlbGVkLWZsaWdodHMtZHVibGluLWFpcnBvcnQvaW5kZXguaHRtbNIBAA?oc=5,9/10/2022 21:22,9/10/2022,Google News,Aer Lingus cancels all flights out of Dublin hub - CNN,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vY3J5cHRvc2xhdGUuY29tL2dvb2dsZS1hZGRzLWV0aGVyZXVtLW1lcmdlLWNvdW50ZG93bi1jbG9jay1hcy1zZWFyY2hlcy1yZWFjaC1hbGwtdGltZS1oaWdoL9IBaWh0dHBzOi8vY3J5cHRvc2xhdGUuY29tL2dvb2dsZS1hZGRzLWV0aGVyZXVtLW1lcmdlLWNvdW50ZG93bi1jbG9jay1hcy1zZWFyY2hlcy1yZWFjaC1hbGwtdGltZS1oaWdoLz9hbXA9MQ?oc=5,9/11/2022 1:15,9/11/2022,Google News,Google adds Ethereum Merge countdown clock as searches reach all-time high - CryptoSlate,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbmV3cy9zZWMtdG8tYWRkcmVzcy1ncm93aW5nLWNyeXB0by1pc3N1ZXItZmlsaW5ncy13aXRoLXNwZWNpYWxpemVkLW9mZmljZXPSAQA?oc=5,9/11/2022 4:00,9/11/2022,Google News,SEC to address growing crypto issuer filings with specialized offices - Cointelegraph,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMS9pbnZlc3Rpbmcvc3RvY2tzLXdlZWstYWhlYWQtaW5mbGF0aW9uL2luZGV4Lmh0bWzSAVNodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIyLzA5LzExL2ludmVzdGluZy9zdG9ja3Mtd2Vlay1haGVhZC1pbmZsYXRpb24vaW5kZXguaHRtbA?oc=5,9/11/2022 11:42,9/11/2022,Google News,The worst of inflation finally might be over - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA5LTEwL3VzLWluZmxhdGlvbi13aWxsLWd1aWRlLWZlZC1yZWFkeWluZy1uZXh0LWhpa2UtZWNvLXdlZWstYWhlYWTSAQA?oc=5,9/11/2022 13:41,9/11/2022,Google News,US Inflation Will Guide Fed Readying Next Hike: Eco Week Ahead - Bloomberg,positive,1
https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2VuZXJneS91cy10cmVhc3VyeXMteWVsbGVuLXNheXMtb2lsLXByaWNlcy1jb3VsZC1zcGlrZS13aW50ZXItY25uLTIwMjItMDktMTEv0gEA?oc=5,9/11/2022 17:32,9/11/2022,Google News,"Oil prices could spike in winter, Yellen says - Reuters",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3Lndvb2R0di5jb20vbmV3cy9uZXhzdGFyLW1lZGlhLXdpcmUvaG93LWEtcmFpbHJvYWQtc3RyaWtlLWNvdWxkLXNlbmQtZm9vZC1wcmljZXMtc29hcmluZy_SAWhodHRwczovL3d3dy53b29kdHYuY29tL25ld3MvbmV4c3Rhci1tZWRpYS13aXJlL2hvdy1hLXJhaWxyb2FkLXN0cmlrZS1jb3VsZC1zZW5kLWZvb2QtcHJpY2VzLXNvYXJpbmcvYW1wLw?oc=5,9/11/2022 17:49,9/11/2022,Google News,How a railroad strike could send food prices soaring - WOODTV.com,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMS9wb2xpdGljcy9qYW5ldC15ZWxsZW4taW5mbGF0aW9uLXJpc2stY25udHYvaW5kZXguaHRtbNIBWGh0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjIvMDkvMTEvcG9saXRpY3MvamFuZXQteWVsbGVuLWluZmxhdGlvbi1yaXNrLWNubnR2L2luZGV4Lmh0bWw?oc=5,9/11/2022 17:56,9/11/2022,Google News,Yellen says inflation and higher gas prices remain a 'risk' - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA5LTExL2FzaWEtc2V0LXRvLWpvaW4tcmlzay1yYWxseS1hcy1kb2xsYXItd2Vha2Vucy1tYXJrZXRzLXdyYXDSAQA?oc=5,9/11/2022 22:43,9/11/2022,Google News,"Dow, S&P Live Updates for Sept. 12, 2022 - Bloomberg",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9VjlXVXBsWmNfWDTSAQA?oc=5,9/12/2022 0:17,9/12/2022,Google News,US Inflation to Guide Fed's Next Hike - Bloomberg Markets and Finance,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTEvc3RvY2stZnV0dXJlcy1yaXNlLWFzLXdhbGwtc3RyZWV0LWxvb2tzLWFoZWFkLXRvLWtleS1pbmZsYXRpb24tZGF0YS0uaHRtbNIBAA?oc=5,9/12/2022 1:12,9/12/2022,Google News,Stock futures rise as Wall Street looks ahead to key inflation data - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbmV3cy9nb29nbGUtZ2V0cy1pbi1vbi1ldGhlcmV1bS1tZXJnZS1leGNpdGVtZW50LXdpdGgtbmlmdHktZWFzdGVyLWVnZ9IBAA?oc=5,9/12/2022 1:26,9/12/2022,Google News,Google gets in on Ethereum Merge excitement with nifty easter egg - Cointelegraph,positive,1
https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTIvanBtb3JnYW4tanBtLWZpbnRlY2gtZGVhbC10by1hY3F1aXJlLXJlbm92aXRlLXRvLWJhdHRsZS1zdHJpcGUtYW5kLWJsb2NrLmh0bWzSAQA?oc=5,9/12/2022 4:01,9/12/2022,Google News,JPMorgan Chase acquires payments fintech Renovite to help it battle Stripe and Block - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTIvZm9yZHMtaGFuZHMtZnJlZS1kcml2aW5nLXRlY2gtaW4tbGluY29sbi1jb3JzYWlyLXN0YXJ0aW5nLWF0LTQwMDAwLmh0bWzSAQA?oc=5,9/12/2022 10:00,9/12/2022,Google News,"Ford expands hands-free driving system to $40,000 Lincoln Corsair crossover - CNBC",positive,1
https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy5jbmJjLmNvbS8yMDIyLzA5LzEyL3R3aXR0ZXItY2FsbHMtZWxvbi1tdXNrcy10aGlyZC1hdHRlbXB0LXRvLXNjcmFwLWFjcXVpc2l0aW9uLWludmFsaWQtYWhlYWQtb2Yta2V5LXNoYXJlaG9sZGVyLXZvdGUuaHRtbNIBAA?oc=5,9/12/2022 10:32,9/12/2022,Google News,Twitter calls Elon Musk's third attempt to scrap acquisition invalid ahead of key shareholder vote - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTIvNS10aGluZ3MtdG8ta25vdy1iZWZvcmUtdGhlLXN0b2NrLW1hcmtldC1vcGVucy1tb25kYXktc2VwdGVtYmVyLTEyLmh0bWzSAQA?oc=5,9/12/2022 11:12,9/12/2022,Google News,5 things to know before the stock market opens Monday - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMidmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2V4Y2x1c2l2ZS1iaWRlbi1oaXQtY2hpbmEtd2l0aC1icm9hZGVyLWN1cmJzLXVzLWNoaXAtdG9vbC1leHBvcnRzLXNvdXJjZXMtMjAyMi0wOS0xMS_SAQA?oc=5,9/12/2022 11:27,9/12/2022,Google News,Exclusive: Biden to hit China with broader curbs on U.S. chip and tool exports - Reuters,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vbnlwb3N0LmNvbS8yMDIyLzA5LzEyL2Vsb24tbXVza3MtY29sbGVnZS1naXJsZnJpZW5kLWF1Y3Rpb25zLW9mZi1uZXZlci1iZWZvcmUtc2Vlbi1waG90by_SAQA?oc=5,9/12/2022 12:40,9/12/2022,Google News,"Elon Musk's college ex auctioning off never-seen pics, signed items -- some going for over $10K - New York Post",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vamFsb3BuaWsuY29tL2ZyYXVkLXRyaWFsLW9mLW5pa29sYS1mb3VuZGVyLXRvLWJlZ2luLWluLW5ldy15b3JrLTE4NDk1MjQzNjfSAQA?oc=5,9/12/2022 14:45,9/12/2022,Google News,Fraud Trial of Nikola Founder to Begin in New York - Jalopnik,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9djA5UkNOQ2hlLXfSAQA?oc=5,9/12/2022 14:54,9/12/2022,Google News,Blue Origin capsule blasts away from booster after anomaly during launch - VideoFromSpace,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzkvMTIvMjMzNDg5NTgvYmx1ZS1vcmlnaW4tbmV3LXNoZXBhcmQtY3Jldy1jYXBzdWxlLWxhdW5jaC1hbm9tYWx5LXVuY3Jld2Vk0gEA?oc=5,9/12/2022 15:17,9/12/2022,Google News,Blue Origin's uncrewed capsule safely escapes after midflight anomaly - The Verge,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9iZXpvcy1yb2NrZXQtZmFpbHMtZHVyaW5nLWxpZnRvZmYtMTU0NjM5MzA5Lmh0bWzSAVdodHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy9iZXpvcy1yb2NrZXQtZmFpbHMtZHVyaW5nLWxpZnRvZmYtMTU0NjM5MzA5Lmh0bWw?oc=5,9/12/2022 15:46,9/12/2022,Google News,"Bezos rocket crashes after liftoff, only experiments aboard - Yahoo Finance",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vc3BhY2VmbGlnaHRub3cuY29tLzIwMjIvMDkvMTIvYmx1ZS1vcmlnaW4tbnMtMjMtbGF1bmNoL9IBAA?oc=5,9/12/2022 15:56,9/12/2022,Google News,Blue Origin capsule escapes rocket failure on uncrewed flight over Texas â€“ Spaceflight Now - Spaceflight Now,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3LnlhaG9vLmNvbS9uZXdzL2Jlem9zLXJvY2tldC1tYWxmdW5jdGlvbnMtdHJpcC1zcGFjZS0xNTE4Mzg4MzUuaHRtbNIBV2h0dHBzOi8vbmV3cy55YWhvby5jb20vYW1waHRtbC9uZXdzL2Jlem9zLXJvY2tldC1tYWxmdW5jdGlvbnMtdHJpcC1zcGFjZS0xNTE4Mzg4MzUuaHRtbA?oc=5,9/12/2022 16:22,9/12/2022,Google News,Jeff Bezos rocket malfunctions on trip to space - Yahoo! Voices,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDkvMTIvYnVzaW5lc3MvZGVhbGJvb2svZ29sZG1hbi1zYWNocy1sYXlvZmZzLmh0bWzSAQA?oc=5,9/12/2022 16:58,9/12/2022,Google News,Goldman Sachs Prepares for Layoffs as Deal-Making Slows - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMirgFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3RvcnkvZWxvbi1tdXNrcy1leC1pcy1zZWxsaW5nLWNvbGxlZ2UtcGhvdG9zLWFuZC1hLXNpZ25lZC1iaXJ0aGRheS1jYXJkLWZyb20tdGhlLWJpbGxpb25haXJlLXRvLWhlbHAtcGF5LWhlci1zdGVwc29ucy1jb2xsZWdlLXR1aXRpb24tMTE2NjMwMDI4ODjSAQA?oc=5,9/12/2022 17:14,9/12/2022,Google News,Elon Muskâ€™s ex selling college photos and a birthday card from the billionaire - MarketWatch,positive,1
